"Formatted.Date","Summary","Precip.Type","Temperature..C.","Apparent.Temperature..C.","Humidity","Wind.Speed..km.h.","Wind.Bearing..degrees.","Visibility..km.","Pressure..millibars.","Daily.Summary","Air.Quality"
"4/29/2006","Partly Cloudy","rain",6.111111111,4.816666667,0.82,6.6493,161,15.8263,1014.45,"",0.769780845380742
"4/30/2006","Partly Cloudy","rain",6.788888889,4.272222222,0.83,13.0088,135,14.9569,1014.49,"Mostly cloudy throughout the day.",-1.13562195934981
"5/1/2006","Mostly Cloudy","rain",7.261111111,5.155555556,0.85,11.1734,141,6.1985,1014.52,"Mostly cloudy throughout the day.",8.19657846247102
"5/2/2006","Mostly Cloudy","rain",7.8,5.527777778,0.83,12.8156,150,8.05,1014.16,"Mostly cloudy throughout the day.",3.32022000910688
"5/3/2006","Mostly Cloudy","rain",9.872222222,7.933333333,0.78,13.7494,160,9.982,1014.24,"Mostly cloudy throughout the day.",-1.02709971738052
"5/4/2006","Mostly Cloudy","rain",12.22222222,12.22222222,0.72,10.1623050925926,150,9.982,1014.25,"Mostly cloudy throughout the day.",10.0506053809301
"5/5/2006","Mostly Cloudy","rain",15.09444444,15.09444444,0.61,17.549,151,9.982,1013.96,"Mostly cloudy throughout the day.",11.6964099170156
"5/6/2006","Mostly Cloudy","rain",17.35555556,17.35555556,0.52,22.7815,169,9.982,1013.85,"Mostly cloudy throughout the day.",5.83922374526686
"5/7/2006","Mostly Cloudy","rain",19.00555556,19.00555556,0.46,23.8924,169,9.982,1013.04,"Mostly cloudy throughout the day.",15.9409297677074
"5/8/2006","Mostly Cloudy","rain",20.04444444,20.04444444,0.4,28.3682,170,9.982,1012.22,"Mostly cloudy throughout the day.",10.72556983324
"5/9/2006","Mostly Cloudy","rain",21.05,21.05,0.4,26.9031,187,10.3523,1011.44,"Mostly cloudy throughout the day.",11.1898454353979
"5/10/2006","Mostly Cloudy","rain",21.18333333,21.18333333,0.37,25.6956,179,9.982,1010.52,"Mostly cloudy throughout the day.",13.6184416061647
"5/11/2006","Mostly Cloudy","rain",20.11666667,20.11666667,0.4,25.3092,162,9.982,1009.83,"Mostly cloudy throughout the day.",8.80198668996592
"5/12/2006","Mostly Cloudy","rain",20.21666667,20.21666667,0.36,18.1125,161,10.3523,1009.26,"Mostly cloudy throughout the day.",13.6576988544224
"5/13/2006","Mostly Cloudy","rain",20,20,0.751891683015279,23.4255,160,9.982,1008.76,"Mostly cloudy throughout the day.",17.142457357473
"5/14/2006","Mostly Cloudy","rain",17.8,17.8,0.5,20.0445,150,11.2056,1008.36,"Mostly cloudy throughout the day.",6.29218092017115
"5/15/2006","Mostly Cloudy","rain",16.06111111,16.06111111,0.53,21.3969,149,9.982,1008.11,"Mostly cloudy throughout the day.",3.08252783206925
"5/16/2006","Mostly Cloudy","rain",15.02222222,15.02222222,0.55,21.3808,159,9.982,1008.15,"Mostly cloudy throughout the day.",21.6751262420904
"5/17/2006","Overcast","rain",14.42222222,14.42222222,0.58,20.0123,159,15.8263,1007.85,"Mostly cloudy throughout the day.",19.9432319280816
"5/18/2006","Overcast","rain",14.25555556,14.25555556,0.751891683015279,16.5025,168,14.9569,1007.89,"Mostly cloudy throughout the day.",8.39384807714124
"5/19/2006","Overcast","rain",13.77222222,13.77222222,0.750224719101124,17.0982,160,15.8263,1007.36,"Mostly cloudy throughout the day.",19.0767996030066
"5/20/2006","Overcast","rain",13.28333333,13.28333333,0.63,14.3612,160,15.8263,1007.26,"Mostly cloudy throughout the day.",3.99016480136834
"5/21/2006","Overcast","rain",8.633333333,5.466666667,0.87,22.0409,32,6.6976,1005.1,"Mostly cloudy throughout the day.",8.01238558697172
"5/22/2006","Overcast","rain",11.25,11.25,0.83,11.3344,152,15.8263,1007.01,"Mostly cloudy throughout the day.",10.6277787062778
"5/23/2006","Overcast","rain",11.18333333,11.18333333,0.89,11.2056,180,9.9015,1006.73,"Mostly cloudy throughout the day.",11.3652518890291
"5/24/2006","Overcast","rain",10.69444444,10.69444444,0.95,10.4006,161,6.6976,1006.59,"Mostly cloudy throughout the day.",-2.09475862378863
"5/25/2006","Mostly Cloudy","rain",11.11111111,11.11111111,0.93,12.0106,140,5.9731,1006.34,"Mostly cloudy throughout the day.",2.58050659486885
"5/26/2006","Mostly Cloudy","rain",11.11111111,11.11111111,0.93,9.2092,103,10.8031,1006.09,"Mostly cloudy throughout the day.",10.3361717356153
"5/27/2006","Partly Cloudy","rain",12.16666667,12.16666667,0.82,9.9015,113,10.6743,1005.97,"Mostly cloudy throughout the day.",9.16343622049999
"5/28/2006","Partly Cloudy","rain",12.75555556,12.75555556,0.79,13.8299,129,10.8192,1005.63,"Mostly cloudy throughout the day.",10.53411939861
"5/29/2006","Partly Cloudy","rain",13.83888889,13.83888889,0.84,9.0965,159,10.8192,1005.83,"Mostly cloudy throughout the day.",1.90657483306981
"5/30/2006","Partly Cloudy","rain",16.18333333,16.18333333,0.73,0.644,207,10.7548,1005.97,"Mostly cloudy throughout the day.",6.55274234850921
"5/31/2006","Mostly Cloudy","rain",17.51666667,17.51666667,0.67,0.6762,153,10.8997,1005.64,"Mostly cloudy throughout the day.",14.0161606724464
"6/1/2006","Mostly Cloudy","rain",17.38333333,17.38333333,0.67,3.864,4,10.8514,1005.2,"Mostly cloudy throughout the day.",7.90283976197556
"6/2/2006","Mostly Cloudy","rain",17.36111111,17.36111111,0.71,7.8246,341,11.0768,1005.1,"Mostly cloudy throughout the day.",17.1157256315312
"6/3/2006","Mostly Cloudy","rain",17.20555556,17.20555556,0.74,15.5848,15,10.8514,1004.65,"Mostly cloudy throughout the day.",10.1337680597555
"6/4/2006","Mostly Cloudy","rain",15.63333333,15.63333333,0.81,23.6992,348,10.8836,1004.04,"Mostly cloudy throughout the day.",17.0994039685294
"6/5/2006","Overcast","rain",13.57777778,13.57777778,0.9,20.9622,321,7.6153,1004.08,"Mostly cloudy throughout the day.",7.71246496057655
"6/6/2006","Foggy","rain",10.91111111,10.91111111,0.86,22.3951,311,2.6565,1004.61,"Mostly cloudy throughout the day.",7.43464549084009
"6/7/2006","Foggy","rain",8.8,5.294444444,0.99,26.5006,339,2.6565,1004.99,"Mostly cloudy throughout the day.",-1.30805540938296
"6/8/2006","Overcast","rain",8.961111111,5.777777778,0.93,23.2162,340,3.8157,1004.85,"Mostly cloudy throughout the day.",4.8806137710445
"6/9/2006","Overcast","rain",8.2,4.605555556,0.96,25.4219,330,4.4919,1004.96,"Mostly cloudy throughout the day.",0.768273195507046
"6/10/2006","Overcast","rain",7.688888889,3.722222222,0.96,28.1267,339,4.4436,1005.14,"Mostly cloudy throughout the day.",-3.4071883859084
"6/11/2006","Overcast","rain",7.766666667,4.65,0.96,19.2878,339,5.6833,1005.05,"Mostly cloudy throughout the day.",2.84842183961704
"6/12/2006","Foggy","rain",8.2,5.072222222,0.96,20.447,341,3.1073,1004.8,"Mostly cloudy throughout the day.",7.05797169047081
"6/13/2006","Foggy","rain",8.177777778,4.372222222,0.93,27.8691,19,3.2039,1004.89,"Mostly cloudy throughout the day.",0.666771464234981
"6/14/2006","Mostly Cloudy","rain",7.311111111,6.183333333,0.82,6.7459,277,14.0553,1007,"Mostly cloudy throughout the day.",-6.4253788225665
"6/15/2006","Overcast","rain",7.644444444,5.038888889,0.93,14.9086,9,6.118,1004.3,"Mostly cloudy throughout the day.",4.93931461663544
"6/16/2006","Overcast","rain",6.622222222,2.616666667,0.93,25.0355,0,6.118,1003.68,"Mostly cloudy throughout the day.",5.01243678614858
"6/17/2006","Overcast","rain",6.683333333,3.222222222,0.93,19.8352,350,6.1663,1003.86,"Mostly cloudy throughout the day.",1.68942955474158
"6/18/2006","Overcast","rain",6.088888889,1.65,0.93,28.0945,349,7.9695,1003.57,"Mostly cloudy throughout the day.",9.89938576599297
"6/19/2006","Overcast","rain",6.066666667,1.633333333,0.93,27.9818,348,6.3434,1003.96,"Mostly cloudy throughout the day.",5.26846541217302
"6/20/2006","Breezy and Mostly Cloudy","rain",6.144444444,1.494444444,0.93,30.8637,349,10.5455,1004.1,"Mostly cloudy throughout the day.",9.49010041687878
"6/21/2006","Breezy and Mostly Cloudy","rain",7.133333333,2.688888889,0.8,32.1678,349,11.2056,1004.26,"Mostly cloudy throughout the day.",6.75148551422451
"6/22/2006","Overcast","rain",7.205555556,3.233333333,0.86,26.5328,339,11.27,1004.18,"Mostly cloudy throughout the day.",3.83116627749668
"6/23/2006","Mostly Cloudy","rain",7.566666667,3.544444444,0.84,28.336,339,10.5455,1004.23,"Mostly cloudy throughout the day.",2.42287881863861
"6/24/2006","Mostly Cloudy","rain",8.9,5.161111111,0.77,29.8333,348,11.27,1004.47,"Mostly cloudy throughout the day.",3.9915082653265
"6/25/2006","Mostly Cloudy","rain",9.961111111,6.644444444,0.71,28.4809,339,11.27,1004.52,"Mostly cloudy throughout the day.",7.27715796275186
"6/26/2006","Mostly Cloudy","rain",9.888888889,6.55,0.71,28.5131,338,11.0768,1004.29,"Mostly cloudy throughout the day.",10.3316657325238
"6/27/2006","Mostly Cloudy","rain",11.06666667,11.06666667,0.71,25.6956,320,11.27,1003.93,"Mostly cloudy throughout the day.",5.08132149916841
"6/28/2006","Overcast","rain",10.11666667,10.11666667,0.76,25.3414,311,11.27,1004,"Mostly cloudy throughout the day.",5.10480594279062
"6/29/2006","Overcast","rain",11.03888889,11.03888889,0.66,21.413,311,9.982,1004.3,"Mostly cloudy throughout the day.",10.5730776002011
"6/30/2006","Overcast","rain",10.65,10.65,0.7,17.8549,310,14.9086,1004,"Mostly cloudy throughout the day.",9.7780724357766
"7/1/2006","Overcast","rain",10.05,10.05,0.7,15.1984,328,9.982,1004.39,"Mostly cloudy throughout the day.",11.8600364403485
"7/2/2006","Mostly Cloudy","rain",9.9,7.716666667,0.66,15.7297,348,11.0285,1005.48,"Mostly cloudy throughout the day.",12.0601826441326
"7/3/2006","Overcast","rain",8.794444444,6.816666667,0.71,12.3648,20,9.982,1005.89,"Mostly cloudy throughout the day.",11.2583657327024
"7/4/2006","Mostly Cloudy","rain",7.827777778,5.405555556,0.72,13.8943,28,15.8263,1006.37,"Mostly cloudy throughout the day.",8.27439241853407
"7/5/2006","Overcast","rain",7.855555556,6.122222222,0.72,9.8049,11,15.0052,1006.56,"Mostly cloudy throughout the day.",5.19732496103775
"7/6/2006","Mostly Cloudy","rain",7.316666667,6.211111111,0.75,6.6654,326,15.8746,1007.07,"Mostly cloudy throughout the day.",6.48756010461985
"7/7/2006","Overcast","rain",7.244444444,6.005555556,0.75,7.1162,309,15.8746,1007.37,"Mostly cloudy throughout the day.",11.3957300492387
"7/8/2006","Partly Cloudy","rain",5.438888889,5.438888889,0.88,3.7191,193,9.982,1012.23,"Mostly cloudy throughout the day.",13.5991556314499
"7/9/2006","Overcast","rain",7.2,4.55,0.76,14.4739,273,15.8263,1007.28,"Mostly cloudy throughout the day.",8.71671839841012
"7/10/2006","Overcast","rain",6.688888889,3.161111111,0.7,20.5275,300,15.8263,1007.18,"Mostly cloudy throughout the day.",-1.76643292001505
"7/11/2006","Overcast","rain",6.211111111,2.694444444,0.73,19.3039,309,14.9569,1007.39,"Mostly cloudy throughout the day.",8.1138806965238
"7/12/2006","Overcast","rain",6.111111111,2.8,0.76,17.4363,300,9.982,1007.67,"Mostly cloudy throughout the day.",14.5963086381944
"7/13/2006","Overcast","rain",6.111111111,2.438888889,0.76,20.4148,300,9.982,1007.98,"Mostly cloudy throughout the day.",5.13056476152495
"7/14/2006","Overcast","rain",6.172222222,2.922222222,0.76,17.0499,307,9.982,1008.57,"Mostly cloudy throughout the day.",5.9181804119207
"7/15/2006","Overcast","rain",7.222222222,3.833333333,0.71,20.5114,319,9.982,1008.87,"Mostly cloudy throughout the day.",10.8513216359669
"7/16/2006","Overcast","rain",7.288888889,4.244444444,0.73,17.6456,328,9.982,1009.44,"Mostly cloudy throughout the day.",12.2852000846364
"7/17/2006","Overcast","rain",7.405555556,4.816666667,0.72,14.4095,318,9.982,1010.03,"Mostly cloudy throughout the day.",-2.99125084261162
"7/18/2006","Overcast","rain",7.961111111,6.072222222,0.7,10.7548,321,10.0464,1010.22,"Mostly cloudy throughout the day.",6.44042735061245
"7/19/2006","Overcast","rain",8.033333333,7.583333333,0.7,4.8622,349,10.0464,1010.39,"Mostly cloudy throughout the day.",8.83162508587403
"7/20/2006","Overcast","rain",9.077777778,9.077777778,0.65,2.3828,348,10.0303,1010.24,"Mostly cloudy throughout the day.",9.82883234585488
"7/21/2006","Overcast","rain",9.05,9.05,0.62,0.322,243,9.982,1010,"Mostly cloudy throughout the day.",3.39259660264499
"7/22/2006","Overcast","rain",9.05,9.05,0.65,3.2522,177,11.2056,1009.98,"Mostly cloudy throughout the day.",10.4948733640726
"7/23/2006","Overcast","rain",9.183333333,9.183333333,0.65,3.0107,170,11.0285,1010.05,"Mostly cloudy throughout the day.",1.79544194344481
"7/24/2006","Overcast","rain",9.072222222,7.455555556,0.7,10.465,172,9.982,1010.1,"Mostly cloudy throughout the day.",16.7496277302238
"7/25/2006","Overcast","rain",7.983333333,6.811111111,0.75,7.3416,172,9.982,1010.39,"Mostly cloudy throughout the day.",6.11020859748817
"7/26/2006","Overcast","rain",8.072222222,6.433333333,0.75,9.5151,150,9.982,1010.91,"Mostly cloudy throughout the day.",7.6266646714562
"7/27/2006","Overcast","rain",7.894444444,6.127777778,0.82,9.9981,142,9.982,1011.32,"Mostly cloudy throughout the day.",7.06862393501984
"7/28/2006","Overcast","rain",7.311111111,4.805555556,0.83,13.685,141,11.9784,1011.61,"Mostly cloudy throughout the day.",7.86416799861037
"7/29/2006","Mostly Cloudy","rain",7.338888889,5.183333333,0.84,11.5437,141,14.168,1011.97,"Mostly cloudy throughout the day.",6.99736424398104
"7/30/2006","Mostly Cloudy","rain",6.622222222,4.111111111,0.85,12.719,142,14.9086,1012.22,"Mostly cloudy throughout the day.",-2.34694395739364
"7/31/2006","Partly Cloudy","rain",6.066666667,3.411111111,0.88,12.8961,130,14.9086,1012.74,"Mostly cloudy throughout the day.",6.05557467382839
"8/1/2006","Partly Cloudy","rain",8.338888889,8.338888889,0.88,0.6923,359,15.0052,1015.35,"Mostly cloudy throughout the day.",17.4627304318128
"8/2/2006","Mostly Cloudy","rain",5.183333333,4.111111111,0.91,5.5384,166,9.982,1013.29,"Mostly cloudy throughout the day.",2.46046322864438
"8/3/2006","Mostly Cloudy","rain",3.722222222,2.566666667,0.94,5.2003,145,9.982,1013.39,"Mostly cloudy throughout the day.",4.57250904748465
"8/4/2006","Mostly Cloudy","rain",4.855555556,3.705555556,0.93,5.6189,170,5.9248,1013.45,"Mostly cloudy throughout the day.",9.34390158060615
"8/5/2006","Foggy","rain",5.211111111,5.211111111,0.92,4.7656,178,1.2236,1013.4,"Mostly cloudy throughout the day.",3.5927133786523
"8/6/2006","Overcast","rain",6.255555556,4.638888889,0.92,7.9212,223,7.2128,1013.81,"Mostly cloudy throughout the day.",5.38606399721274
"8/7/2006","Mostly Cloudy","rain",7.794444444,6.055555556,0.87,9.7566,240,10.6743,1014.7,"Mostly cloudy throughout the day.",8.26239491228383
"8/8/2006","Mostly Cloudy","rain",10.05,10.05,0.76,9.6922,231,11.2056,1014.67,"Mostly cloudy throughout the day.",8.18986682011579
"8/9/2006","Mostly Cloudy","rain",12.2,12.2,0.66,14.49,230,9.982,1014.66,"Mostly cloudy throughout the day.",13.4958584001185
"8/10/2006","Mostly Cloudy","rain",12.7,12.7,0.63,20.3343,214,11.0285,1014.8,"Mostly cloudy throughout the day.",12.5682090037207
"8/11/2006","Partly Cloudy","rain",13.93333333,13.93333333,0.58,23.5865,222,11.27,1014.47,"Mostly cloudy throughout the day.",9.56760290977876
"8/12/2006","Partly Cloudy","rain",15.09444444,15.09444444,0.59,22.2985,241,11.27,1014.16,"Mostly cloudy throughout the day.",11.8367130341321
"8/13/2006","Mostly Cloudy","rain",15.15,15.15,0.5,14.7154,235,11.4471,1014.07,"Mostly cloudy throughout the day.",10.8317802830516
"8/14/2006","Partly Cloudy","rain",16.17777778,16.17777778,0.44,14.49,238,11.27,1013.34,"Mostly cloudy throughout the day.",10.1809516827438
"8/15/2006","Partly Cloudy","rain",16.25,16.25,0.55,14.7154,211,11.27,1012.72,"Mostly cloudy throughout the day.",5.83589766282611
"8/16/2006","Partly Cloudy","rain",16.29444444,16.29444444,0.5,19.5937,221,11.4471,1012.38,"Mostly cloudy throughout the day.",14.6960801953723
"8/17/2006","Partly Cloudy","rain",16.1,16.1,0.56,14.8281,215,11.1251,1012.38,"Mostly cloudy throughout the day.",10.2862685324493
"8/18/2006","Partly Cloudy","rain",12.95555556,12.95555556,0.68,11.9784,224,11.27,1012.72,"Mostly cloudy throughout the day.",5.75181978540254
"8/19/2006","Mostly Cloudy","rain",13.85,13.85,0.64,11.5598,231,11.4471,1013.42,"Mostly cloudy throughout the day.",9.60334374074034
"8/20/2006","Mostly Cloudy","rain",12.77777778,12.77777778,0.69,14.2485,358,10.0464,1014.41,"Mostly cloudy throughout the day.",-1.13528510451122
"8/21/2006","Mostly Cloudy","rain",12.15,12.15,0.72,11.2539,8,15.8746,1014.89,"Mostly cloudy throughout the day.",8.73065628600245
"8/22/2006","Mostly Cloudy","rain",10.67777778,10.67777778,0.81,5.7799,59,15.0052,1014.91,"Mostly cloudy throughout the day.",14.6334619235801
"8/23/2006","Mostly Cloudy","rain",10.44444444,10.44444444,0.83,2.6404,63,15.8746,1014.75,"Mostly cloudy throughout the day.",20.4307358666536
"8/24/2006","Mostly Cloudy","rain",9.822222222,9.466666667,0.8,5.313,65,15.8746,1015.55,"Mostly cloudy throughout the day.",8.01545897757252
"8/25/2006","Mostly Cloudy","rain",11.02777778,11.02777778,0.74,11.3827,146,14.9569,1015.7,"Mostly cloudy throughout the day.",5.75100278812228
"8/26/2006","Mostly Cloudy","rain",7.138888889,7.138888889,0.93,3.6547,305,14.9086,1016.43,"Mostly cloudy throughout the day.",6.70765674189
"8/27/2006","Mostly Cloudy","rain",7.622222222,5.644444444,0.89,10.8675,327,14.9086,1016.56,"Mostly cloudy throughout the day.",1.47645285153799
"8/28/2006","Mostly Cloudy","rain",7.627777778,6.611111111,0.86,6.5205,319,13.3791,1017.15,"Mostly cloudy throughout the day.",12.5911834084951
"8/29/2006","Mostly Cloudy","rain",7.044444444,4.855555556,0.86,11.3988,271,9.982,1017.37,"Mostly cloudy throughout the day.",5.0612848950938
"8/30/2006","Partly Cloudy","rain",8.6,7.038888889,0.84,9.66,297,9.982,1018.25,"Mostly cloudy throughout the day.",3.88405530925332
"8/31/2006","Partly Cloudy","rain",9.65,7.383333333,0.84,15.9551,289,9.982,1019.24,"Mostly cloudy throughout the day.",0.838983337979458
"9/1/2006","Partly Cloudy","rain",12.10555556,12.10555556,0.72,13.1698,310,9.982,1019.83,"Mostly cloudy throughout the day.",4.59912898851106
"9/2/2006","Partly Cloudy","rain",12.77777778,12.77777778,0.71,13.1698,301,11.2056,1020.51,"Mostly cloudy throughout the day.",3.70513439060609
"9/3/2006","Partly Cloudy","rain",13.81111111,13.81111111,0.65,9.6761,307,11.4471,1020.91,"Mostly cloudy throughout the day.",15.1872586326435
"9/4/2006","Partly Cloudy","rain",16.01666667,16.01666667,0.48,11.2378,307,11.27,1020.6,"Mostly cloudy throughout the day.",7.74429255659556
"9/5/2006","Partly Cloudy","rain",17.12777778,17.12777778,0.47,12.7029,308,11.27,1020.39,"Mostly cloudy throughout the day.",15.3551109998868
"9/6/2006","Partly Cloudy","rain",17.14444444,17.14444444,0.43,10.6099,279,11.4471,1020.34,"Mostly cloudy throughout the day.",4.85378042136162
"9/7/2006","Mostly Cloudy","rain",17.77777778,17.77777778,0.4,7.9534,272,11.2056,1019.7,"Mostly cloudy throughout the day.",5.38358066646431
"9/8/2006","Mostly Cloudy","rain",17.77777778,17.77777778,0.37,2.5921,351,11.2056,1018.89,"Mostly cloudy throughout the day.",4.31002975047207
"9/9/2006","Mostly Cloudy","rain",17.80555556,17.80555556,0.43,11.0124,175,10.3523,1018.48,"Mostly cloudy throughout the day.",9.52103503949309
"9/10/2006","Mostly Cloudy","rain",16.15555556,16.15555556,0.52,9.1931,172,9.982,1017.87,"Mostly cloudy throughout the day.",12.3395452536775
"9/11/2006","Mostly Cloudy","rain",14.05,14.05,0.63,9.1609,160,9.982,1017.56,"Mostly cloudy throughout the day.",6.06347728176741
"9/12/2006","Mostly Cloudy","rain",13.08888889,13.08888889,0.67,9.2736,138,9.982,1017.38,"Mostly cloudy throughout the day.",7.33244518343412
"9/13/2006","Mostly Cloudy","rain",12.28888889,12.28888889,0.72,9.4507,141,9.982,1017.58,"Mostly cloudy throughout the day.",5.28887830007506
"9/14/2006","Overcast","rain",12.77777778,12.77777778,0.66,11.0768,141,15.8263,1017.65,"Mostly cloudy throughout the day.",8.22060426072244
"9/15/2006","Overcast","rain",12.72777778,12.72777778,0.67,13.3791,149,14.9569,1017.36,"Mostly cloudy throughout the day.",15.316876474311
"9/16/2006","Overcast","rain",12.26666667,12.26666667,0.69,14.1358,151,15.8263,1016.8,"Mostly cloudy throughout the day.",14.8457040038809
"9/17/2006","Overcast","rain",11.71111111,11.71111111,0.71,11.3183,158,15.8263,1016.64,"Mostly cloudy throughout the day.",4.45911042596683
"9/18/2006","Partly Cloudy","rain",10.82777778,10.82777778,0.86,9.177,259,14.168,1013.13,"Mostly cloudy throughout the day.",2.41347052477029
"9/19/2006","Overcast","rain",12.2,12.2,0.59,14.168,141,15.8263,1014.79,"Mostly cloudy throughout the day.",9.68222082377596
"9/20/2006","Overcast","rain",12.2,12.2,0.6,14.2968,151,15.8263,1014.25,"Mostly cloudy throughout the day.",0.93879462697485
"9/21/2006","Overcast","rain",11.68888889,11.68888889,0.68,13.8299,152,14.9569,1013.95,"Mostly cloudy throughout the day.",12.8356564062946
"9/22/2006","Overcast","rain",11.20555556,11.20555556,0.77,14.007,132,9.982,1013.63,"Mostly cloudy throughout the day.",3.83424571806931
"9/23/2006","Mostly Cloudy","rain",11.13333333,11.13333333,0.77,15.4882,150,9.982,1013.27,"Mostly cloudy throughout the day.",9.15242679555407
"9/24/2006","Mostly Cloudy","rain",11.43888889,11.43888889,0.77,13.8782,163,10.3523,1013.56,"Mostly cloudy throughout the day.",8.1688770671068
"9/25/2006","Mostly Cloudy","rain",13.03333333,13.03333333,0.81,14.4578,209,9.982,1012.85,"Mostly cloudy throughout the day.",4.9195784537234
"9/26/2006","Mostly Cloudy","rain",17.24444444,17.24444444,0.62,25.0194,221,11.27,1012.15,"Mostly cloudy throughout the day.",12.3986680857642
"9/27/2006","Mostly Cloudy","rain",17.73888889,17.73888889,0.53,27.37,230,11.4471,1011.71,"Mostly cloudy throughout the day.",2.64501838511825
"9/28/2006","Overcast","rain",17.84444444,17.84444444,0.56,22.218,251,11.27,1011.28,"Mostly cloudy throughout the day.",20.888952623783
"9/29/2006","Mostly Cloudy","rain",18.86111111,18.86111111,0.56,23.5382,250,11.27,1010.99,"Mostly cloudy throughout the day.",7.94302930781657
"9/30/2006","Overcast","rain",18.66666667,18.66666667,0.56,19.8996,240,11.3988,1010.93,"Mostly cloudy throughout the day.",14.3683830794314
"10/1/2006","Overcast","rain",17.82222222,17.82222222,0.56,17.5007,243,11.27,1010.7,"Mostly cloudy throughout the day.",8.2129786214641
